Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
97E049E3627C5173E0531B96D48E86D3,Excellent Frameworks - Home of the EJ Hughes Gallery,Excellent Frameworks Gallery,info@excellentframeworks.ca,,,http://www.excellentframeworks.ca,Duncan,British Columbia,24 Station St,,V9L1M4,Excellent Frameworks is the Home of the EJ Hughes Gallery  We carry a full line of his reproduction items including limited editions open edition giclees calendars prints and art cards for both retail and wholesale clientsExcellent Frameworks ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3627C5173E0531B96D48E86D3,442292 - Print and Picture Frame Stores,453999 - All Other Miscellaneous Store Retailers (except Beer and Wine-Making Supplies Stores) | ,N7195 - Miscellaneous Furniture and Fixtures | T099A - Publishing  Co-Publishing and Support Services - Paper and Electronic Format | ,
97FD1F2B8C84364490E6BCFCC2FFC67B,Exchange PPE,Exchange PPE,noel@exchangeppe.com,2045943706,,exchangeppe.com,Winnipeg,Manitoba,102-179 Mcdermot ave,,R3B0S1,Exchange PPE is 100 First Nations owned company based in Winnipeg offering solutions to communities and business in the fight against Covid - 19,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97FD1F2B8C84364490E6BCFCC2FFC67B, - ,418410 - Chemical (except Agricultural) and Allied Product Wholesaler-Distributors | ,N6810 - Chemicals | K100A - Cleaning and Maintenance  Janitorial | ,
58F7B40D5A755446BD250FCD4CC07E87,exeCoaching Canada,10900800 Canada Inc.,mimi@execoaching.ca,819-576-6866,,www.execoaching.ca,Ottawa,Ontario,123 Slater Street  6th floor,,K1P5H2,exeCoaching is a growing boutique firm with a proven track record specializing in executive coaching leadership development and consulting services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=58F7B40D5A755446BD250FCD4CC07E87,541990 - All Other Professional  Scientific and Technical Services,541611 - Administrative Management and General Management Consulting Services | 541619 - Other Management Consulting Services | ,R019E - Business Services | U006C - Technical / Vocational Training | R019U - Professional Services / Program Research Analysis | R199B - Miscellaneous Business Services | U008F - Training Analysis and Design Courses | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
97E049E360335173E0531B96D48E86D3,Étoile de rêve,Étoile de rêve,therese.godin@hotmail.com,,,,Mashteuiatsh,Quebec,2215 Albenise St,R.R. 1,G0W2H0,Conception de vtements et rparation,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E360335173E0531B96D48E86D3,541490 - Other Specialized Design Services,811490 - Other Personal and Household Goods Repair and Maintenance | ,,
97E049E3659E5173E0531B96D48E86D3,F&G Controls Inc.,F&G Controls Inc.,paul.mcgregor@fandgcontrols.com,4039956110,4039181113,http://www.fandgcontrols.com,Okotoks,Alberta,PO Box 791,,T1S1A9,FG Controls Inc is a total fire protection provider Supplying design and installing fire alarm systems Sprinkler extinguishment extinguishers and monitoring systems We are a Siemens partner company Specializing in commercial and industrial ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3659E5173E0531B96D48E86D3,238210 - Electrical Contractors and Other Wiring Installation Contractors,,5139B - Engineering Works  Not Elsewhere Specified | N5999 - Miscellaneous Electrical and Electronic Components | 5164C - Building Fire Protection Systems | ,
F97E48331D7DD94DBAB84CD3734104E3,FactR,FactR Limited,info@factrpay.io,2267476397,,factrpay.io,Paris,Ontario,17 Farrugie St,,N3L 0A8,FactR uses Smart Contracts to simplify Enterprise transaction managementFactRs technology  unique approach transforms traditional order to cash processes enabling Enterprise digitization  trusted transaction management,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=F97E48331D7DD94DBAB84CD3734104E3, - ,518210 - Data Processing  Hosting  and Related Services | ,D301A - Computer and Data Processing Services | D301BB0 - Cloud Technology | ,
97E049E3618E5173E0531B96D48E86D3,Fair Measure Inc,Fair Measure Inc,info@fairmeasure.ca,,,http://fairmeasure.ca,Heathcote,Ontario,107 Main St,,N0H1N0,Fuel meter accuracy verification and certification,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3618E5173E0531B96D48E86D3, - ,541990 - All Other Professional  Scientific and Technical Services | ,R199B - Miscellaneous Business Services | N9130 - Liquid Propellants and Fuels  Petroleum Base | ,
97E049E361D55173E0531B96D48E86D3,Falcon Contracting Ltd.,Falcon Contracting Ltd.,info@falconcontractingltd.com,,,http://www.falconcontractingltd.com,Prince George,British Columbia,8555 Pacific St,,V2N5S4,Falcon Contracting Ltd is a 100 First Nations owned and operated company with over 28 years of experience in Site Preparation Road Building  Maintenance Lease Construction Excavating Aggregate Equipment Rentals and General Contracting,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361D55173E0531B96D48E86D3,213118 - Services to Oil and Gas Extraction,115310 - Support Activities for Forestry | 237120 - Oil and Gas Pipeline and Related Structures Construction | 237310 - Highway  Street and Bridge Construction | 237990 - Other Heavy and Civil Engineering Construction | 238910 - Site Preparation Contractors | 532490 - Other Commercial and Industrial Machinery and Equipment Rental and Leasing | 562910 - Remediation Services | ,,
97E049E364195173E0531B96D48E86D3,Fast Labour Solutions (Edmonton) Ltd.,Fast Labour Solutions (Edmonton) Ltd.,,,,,Edmonton,Alberta,160  6325 Gateway Blvd.,,T6H5H6,Employment Services  Safety Ticket Training centre H2S Alive Standard First Aid OSSA Confined space OSSA Fall protection BSO orientation Global Ground Disturbance TDG CSTS Whmis  many more Safety training courses,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364195173E0531B96D48E86D3,561310 - Employment Placement Agencies and Executive Search Services,,5139C - General Heavy Construction | V505A - Storage and Warehousing | V001B - Trucking | U099S - Safety Training Courses | ,
97E049E3607A5173E0531B96D48E86D3,Fast Labour Solutions Ltd.,Fast Labour Solutions Ltd.,fls@spiritstaffing.com,,,http://www.fastlaboursolutions.com,Calgary,Alberta,619B  36th Ave NE,,T2E2L8,Fast Labour Solutions Ltd is an award-winning employment and training agency with a proven track record of securing the right fit between employers and job seekers Our business success has been built upon our ability to finding individual ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3607A5173E0531B96D48E86D3,561310 - Employment Placement Agencies and Executive Search Services,561320 - Temporary Help Services | 611690 - All Other Schools and Instruction | ,R019U - Professional Services / Program Research Analysis | U099S - Safety Training Courses | ,
97E049E364C35173E0531B96D48E86D3,Fast Lane Freight Services Inc,Fast Lane Freight Services Inc,darren@fastlanefreight.ca,,,http://www.fastlanefreight.ca,Winnipeg,Manitoba,P.O. Box 8,GRP 587 - R.R. 5 - 105 Transport Rd,R2C2Z2,Fast Lane Freight Services is a small trucking company which primarily operates flat and step decks to transport goods across North America  We specialize in hauling heavy equipment and over dimensional freight and service Northern communities ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364C35173E0531B96D48E86D3,484229 - Other Specialized Freight (except Used Goods) Trucking  Local,484239 - Other Specialized Freight (except Used Goods) Trucking  Long Distance | ,V401B - Transportation | ,
1C6DEBC7ED33294F88F0B03F68077D62,Fauchon Electric Limited,Fauchon Electric Limited,Fauchonelectric@gmail.com,3064413566,,,Battleford,Saskatchewan,52 16th Street,Box 1122,S0M0E0,Electrical Contractor specializing in Residential Commercial and Agriculture,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=1C6DEBC7ED33294F88F0B03F68077D62, - ,,,
522BC333C222414EB8AC1B7665C75359,Fearless Oilfield Service Ltd.,Fearless Oilfield Service Ltd.,fearlessoilfield@gmail.com,(780) 849-4034,(780) 849-3456,,Slave Lake,Alberta,6 Allen Road  Poplar Lane East,,T0G2A0,Established in 2005 and 100 Aboriginal owned providing heavy equipment construction needs specializing in Oil  Gas Construction earthworks such as build and maintain roads  leases open up  freeze in winter access reclamations general ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=522BC333C222414EB8AC1B7665C75359, - ,238910 - Site Preparation Contractors | ,5139C - General Heavy Construction | K113A - Snow Plowing and Removal | 5139A - Construction Services  Not Elsewhere Specified | ,
97E049E3621B5173E0531B96D48E86D3,Federal Wireless Communications Inc.,Federal Wireless Communications Inc.,cindyc@federalwc.com,,,http://www.federalwc.com,Scarborough,Ontario,11-5250 Finch Ave  E,,M1S5A5,Turnkey Wireless Communication Systems,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3621B5173E0531B96D48E86D3,417320 - Electronic Components  Navigational and Communications Equipment and Supplies Wholesaler-Distributors,,N5995 - Cable  Cord  and Wire Assemblies  Communication Equipment | D304A - Data Transmission Service | D399A - Miscellaneous Communications Services | N5830 - Intercommunication and Public Address Systems  Except Airborne | N5930 - Switches | N5835 - Sound Recording and Reproducing Equipment | N5836 - Video Recording and Reproduction Equipment | D316B - Telecommunications Network Services | N5805 - Telephone and Telegraph Equipment | N5999 - Miscellaneous Electrical and Electronic Components | N5985 - Antennas  Waveguides and Related Equipment | N5820 - Radio and Television Communications Equipment  Except Airborne | N5810 - Communications Security Equipment and Components | ,
063449D12EDACE4BB1360B2913A8038A,Feisty Solutions,Feisty Solutions Inc.,jenine@feistysolutions.com,7803804789,,www.feistysolutions.com,Grovedale,Alberta,70013 RR 74,,T0H1X0,Contracted Indigenous Business Development ServicesIf you need help trying to establish a presence in the Treaty 8  call meIf you need help building Indigenous capacity  call meIf you need Indigenous awareness training  call meIf you think ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=063449D12EDACE4BB1360B2913A8038A,541 - Professional  Scientific and Technical Services,,R019E - Business Services | ,
45F75D2EFBD0C44EBAAF4A90D166DE64,Feral Peril Wildlife & Pest Control Inc.,Feral Peril Wildlife & Pest Control Inc.,info@feralperil.ca,3065221292,,www.feralperil.ca,Regina,Saskatchewan,628 Albert Street,,S4R 2P3,Feral Peril Wildlife  Pest Control calls Saskatchewan home and has achieved rapid growth in the markets we service At Feral Peril pest bird and wildlife removal is what we do best We specialize in pest pigeon and wildlife control in both ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=45F75D2EFBD0C44EBAAF4A90D166DE64, - ,561710 - Exterminating and Pest Control Services | 115310 - Support Activities for Forestry | 2131 - Support Activities for Mining and Oil and Gas Extraction | 23899 - All Other Specialty Trade Contractors | 56291 - Remediation Services | 56299 - All Other Waste Management Services | ,,
97E049E3601F5173E0531B96D48E86D3,Fern Mittelstaedt  Inc.,Fern Mittelstaedt  Inc.,fminc@rogers.com,,,http://www.fernmittelstaedt.ca,Aurora,Ontario,205-15105 Yonge St,,L4G1M3,Fern Mittelstaedt Inc is a small accounting firm that specializes in administrative consulting booking and person tax returns Fern Mittesltaedt started the business herself in 1980 in the basement of her house Fern Mittlestaedt Inc ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3601F5173E0531B96D48E86D3,541212 - Offices of Accountants,541213 - Tax Preparation Services | 541215 - Bookkeeping  Payroll and Related Services | ,B308A - Accounting and Financial Management Studies | ,
2517CE736E6EC248AFD8601726776980,Fervent Communications,Fervent Communications,donfervent@gmail.com,204-296-7800,,,Delta,British Columbia,113-5148 48th Ave,,V4K5B6,100 Owned and operated Indigenous Film  Video Production CompanyHistory of work with the Truth  Reconciliation Commission as well as work with numerous bands across the country The primary issues were education health land entitlement ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=2517CE736E6EC248AFD8601726776980,71 - Arts  Entertainment and Recreation,,T018C - Audio and Video | ,
A96A1C7C3C58EB4FA23F17474E6F5506,FHQ Developments Ltd.,FHQ Developments Ltd.,info@fhqdev.com,306-790-2350,306-790-2355,https://www.fhqdev.com/,Regina,Saskatchewan,490 Hoffer Drive,,S4N 7A1,In 2010 the 11 member First Nation communities of File Hills QuAppelle Tribal Council FHQTC representing over 15000 First Nation citizens and 435000 acres of reserve lands in Treaty 4 territory formed FHQ Developments as a limited partnership ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=A96A1C7C3C58EB4FA23F17474E6F5506, - ,551113 - Holding Companies | 551114 - Head Offices | ,R019R - Professional Services / Financial Analysis | R019U - Professional Services / Program Research Analysis | R019UA - Professional Services / Assets Value Assessments | ,
97E049E3627E5173E0531B96D48E86D3,FHQ Tribal Council Inc.,File Hills Qu'Appelle Tribal Council,heather.lafoy@fhqtc.com,,,http://www.fhqtc.com,Fort Qu'appelle,Saskatchewan,P.O. Box 985,,S0G1S0,Provide an array of services including Justice Education Health Technical Mental HealthCounselling Employment and others to our 11 First Nation communities,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3627E5173E0531B96D48E86D3,813920 - Professional Organizations,541611 - Administrative Management and General Management Consulting Services | 541690 - Other Scientific and Technical Consulting Services | 813910 - Business Associations | ,R019E - Business Services | U099C - Educational Services  N.E.S. | G009D - Health and Allied Services  Not Elsewhere Specified | L099B - Financial Management | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
97E049E362D45173E0531B96D48E86D3,FHR Inc.,FHR Inc.,kelvin.jamieson@fhrinc.ca,,,,Christian Island,Ontario,1 Huron St,,L9M0A9,We are a 100 percent aboriginal owned company located on Beausoleil First Nation and we offer the following prime Professional Engineering services for the following activitiesProject Management of Capital Projects from start to finishCapital ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E362D45173E0531B96D48E86D3, - ,541990 - All Other Professional  Scientific and Technical Services | ,R019U - Professional Services / Program Research Analysis | E199D - Environmental Services | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
